PriceNow,PriceOriginal,Guarantee,Country,Series,OS,windows,CoresNumber,ProcessorModel,Processor,ProcessorType,ProcessorFrequency,GpuManufacturer,GpuController,GpuCapacity,ScreenSize,Diagonal,ScreenFrequency,SsdSize,RAM,RAM_type,HDMI,Material,Battery,Weight
nan,163 690 ₽,2 года,Китай,"GE63 Raider RGB (15"")",Windows 10 Домашняя 64,nan,6,8750H,Intel Core i7 8750H 2.2 ГГц,Core i7,2.2 ГГц,NVIDIA,GeForce RTX 2080 8GB,nan,"15.6""(39.6 см)","15.6""/1920x1080 пикс.",nan,256 ГБ,16 ГБ,nan,1 шт,алюминий/ пластик,до 5 часов,2.6 кг
nan,44 199 ₽,1 год,Китай,Extensa,не установлена,не установлена,4,nan,,nan,nan,AMD,Radeon Vega 8,nan,"15.6""(39.6 см)","15.6""/1920x1080 пикс.",60 Гц,512 ГБ,8 ГБ,DDR4,1 шт,пластик,до 5 часов,1.9 кг
nan,63 799 ₽,1 год,Китай,nan,DOS,nan,6,nan,,nan,nan,AMD,Radeon Graphics,nan,"15.6""(39.6 см)","15.6""/1920x1080 пикс.",60 Гц,512 ГБ,8 ГБ,DDR4,1 шт,пластик,до 8 часов,1.69 кг
nan,27 199 ₽,1 год,Китай,Vivobook Go 14,Windows 11 Домашняя,nan,2,nan,,nan,nan,Intel,Intel UHD Graphics 600,nan,"14""(35.5 см)","14""/1920x1080 пикс.",60 Гц,nan,4 ГБ,DDR4,1 шт,пластик,до 10 часов,1.3 кг
nan,51 699 ₽,1 год,Китай,V15 G2 ALC,не установлена,не установлена,6,nan,,nan,nan,AMD,Radeon Graphics,nan,"15.6""(39.6 см)","15.6""/1920x1080 пикс.",60 Гц,256 ГБ,8 ГБ,DDR4,1 шт,пластик,до 8 часов,1.7 кг
nan,76 899 ₽,1 год,Китай,IdeaPad 5 15ALC05,не установлена,не установлена,8,nan,,nan,nan,AMD,Radeon Graphics,nan,"15.6""(39.6 см)","15.6""/1920x1080 пикс.",60 Гц,512 ГБ,16 ГБ,DDR4,1 шт,пластик,до 9 часов,1.66 кг
nan,54 899 ₽,1 год,Китай,250 G8,Windows 11 Pro,установлена,2,nan,,nan,nan,Intel,Intel UHD Graphics,nan,"15.6""(39.6 см)","15.6""/1920x1080 пикс.",60 Гц,256 ГБ,8 ГБ,DDR4,1 шт,пластик,до 8 часов,1.74 кг
nan,49 999 ₽,1 год,Китай,V15-ADA,DOS,nan,4,nan,,nan,nan,AMD,Radeon Vega 8,nan,"15.6""(39.6 см)","15.6""/1920x1080 пикс.",60 Гц,256 ГБ,8 ГБ,DDR4,1 шт,пластик,до 6 часов,1.85 кг
38 999 ₽,45 999,1 год,Китай,Extensa,не установлена,не установлена,4,nan,,nan,nan,AMD,Radeon Vega 8,nan,"15.6""(39.6 см)","15.6""/1920x1080 пикс.",60 Гц,256 ГБ,8 ГБ,DDR4,1 шт,пластик,до 5 часов,1.9 кг
nan,207 699 ₽,1 год,Китай,Omen,не установлена,не установлена,8,nan,,nan,nan,NVIDIA,GeForce RTX 3070 8GB,8 ГБ,"16.1""(40.9 см)","16.1""/2560x1440 пикс.",165 Гц,1 ТБ,16 ГБ,DDR5,1 шт,алюминий/ пластик,до 6 часов,2.36 кг
nan,48 399 ₽,1 год,Китай,nan,DOS,не установлена,4,nan,,nan,nan,AMD,Radeon Graphics,nan,"15.6""(39.6 см)","15.6""/1920x1080 пикс.",60 Гц,512 ГБ,8 ГБ,DDR4,1 шт,пластик,до 7 часов,1.74 кг
nan,50 899 ₽,1 год,Китай,250 G8,DOS,nan,4,nan,,nan,nan,Intel,Intel UHD Graphics,nan,"15.6""(39.6 см)","15.6""/1920x1080 пикс.",60 Гц,256 ГБ,4 ГБ,DDR4,1 шт,пластик,до 8 часов,1.74 кг
nan,81 999 ₽,3 года,Китай,Latitude,Linux,не установлена,4,nan,,nan,nan,Intel,Intel Iris Xe Graphics,nan,"13.3""(33.8 см)","13.3""/1920x1080 пикс.",nan,256 ГБ,8 ГБ,DDR4,1 шт,углеродное волокно,до 12 часов,1.18 кг
54 999 ₽,88 599,1 год,Китай,Vostro 15,Linux,не установлена,4,nan,,nan,nan,AMD,Radeon RX Vega 10,nan,"15.6""(39.6 см)","15.6""/1920x1080 пикс.",60 Гц,512 ГБ,8 ГБ,DDR4,1 шт,пластик,до 5 часов,1.7 кг
nan,154 999 ₽,1 год,Китай,Summit E13 Flip EVO,Windows 10 Pro,установлена,4,nan,,nan,nan,Intel,Intel Iris Xe Graphics,nan,"13.4""(34 см)","13.4""/1920х1200 пикс.",60 Гц,512 ГБ,16 ГБ,DDR4,nan,алюминиевый сплав,до 20 часов,1.35 кг
54 999 ₽,75 999,1 год,Китай,255 G8,DOS,не установлена,8,nan,,nan,nan,AMD,Radeon Graphics,nan,"15.6""(39.6 см)","15.6""/1920x1080 пикс.",60 Гц,256 ГБ,8 ГБ,DDR4,1 шт,пластик,до 7 часов,1.74 кг
nan,106 999 ₽,1 год,Китай,VICTUS,Windows 11,установлена,6,5600H,AMD Ryzen 5 5600H 3.3 ГГц,Ryzen 5,3.3 ГГц,NVIDIA,GeForce RTX 3060 6GB,6 ГБ,"16.1""(40.9 см)","16.1""/1920x1080 пикс.",144 Гц,512 ГБ,8 ГБ,DDR4,1 шт,пластик,до 8 ч 30 мин,2.48 кг
nan,174 499 ₽,1 год,Китай,PRESTIGE 15,Windows 11 Домашняя 64,установлена,4,nan,,nan,nan,NVIDIA,GeForce RTX 3050 4GB,4 ГБ,"15.6""(39.6 см)","15.6""/1920x1080 пикс.",nan,512 ГБ,16 ГБ,DDR4,1 шт,алюминиевый сплав,до 16 часов,1.65 кг
nan,145 999 ₽,3 года,Китай,ThinkPad X,Windows 10 Pro 64,установлена,4,nan,,nan,nan,Intel,Intel UHD Graphics 620,nan,"13.3""(33.8 см)","13.3""/1920x1080 пикс.",60 Гц,256 ГБ,8 ГБ,DDR4,1 шт,пластик,до 17 часов,1.22 кг
nan,131 499 ₽,1 год,Китай,Vostro,Windows 10,nan,4,nan,,nan,nan,NVIDIA,GeForce MX450 2ГБ,nan,"15.6""(39.6 см)","15.6""/1920x1080 пикс.",60 Гц,512 ГБ,8 ГБ,DDR4,1 шт,алюминиевый сплав,до 7 ч 45 мин,1.75 кг
nan,274 499 ₽,1 год,Китай,Pulse GL66,Windows 11 Домашняя,установлена,14,12700H,Intel Core i7 12700H 3.5 ГГц,Core i7,3.5 ГГц,NVIDIA,GeForce RTX 3070 8GB,8 ГБ,"15.6""(39.6 см)","15.6""/1920x1080 пикс.",144 Гц,1 ТБ,16 ГБ,DDR4,1 шт,алюминиевый сплав,до 5 ч 10 мин,2.25 кг
59 999 ₽,100 899,1 год,Китай,Vostro,Linux,не установлена,4,nan,,nan,nan,NVIDIA,GeForce MX350 2ГБ,2 ГБ,"15.6""(39.6 см)","15.6""/1920x1080 пикс.",60 Гц,512 ГБ,8 ГБ,DDR4,1 шт,пластик,до 5 часов,1.69 кг
61 999 ₽,68 899,1 год,Китай,Vostro 15,Linux,не установлена,4,nan,,nan,nan,AMD,Radeon RX Vega 8,nan,"15.6""(39.6 см)","15.6""/1920x1080 пикс.",60 Гц,256 ГБ,8 ГБ,DDR4,1 шт,пластик,до 5 часов,1.7 кг
nan,118 999 ₽,1 год,Китай,Bravo 15,Windows 10 Домашняя,установлена,8,5800H,AMD Ryzen 7 5800H 3.2 ГГц,Ryzen 7,3.2 ГГц,AMD,Radeon RX 5500M 4ГБ,nan,"15.6""(39.6 см)","15.6""/1920x1080 пикс.",144 Гц,512 ГБ,16 ГБ,DDR4,1 шт,алюминиевый сплав,до 7 ч 45 мин,2.35 кг
nan,35 399 ₽,1 год,Китай,Extensa,не установлена,не установлена,2,nan,,nan,nan,AMD,Radeon Graphics,nan,"15.6""(39.6 см)","15.6""/1920x1080 пикс.",nan,256 ГБ,4 ГБ,DDR4,1 шт,пластик,до 9 часов,1.9 кг
nan,59 299 ₽,1 год,Китай,Extensa,не установлена,не установлена,2,nan,,nan,nan,AMD,Radeon Vega 3,nan,"15.6""(39.6 см)","15.6""/1920x1080 пикс.",nan,256 ГБ,8 ГБ,DDR4,1 шт,пластик,до 9 часов,1.9 кг
nan,41 999 ₽,1 год,Китай,IdeaPad 3 15ITL6,не установлена,не установлена,2,nan,,nan,nan,Intel,Intel UHD Graphics,nan,"15.6""(39.6 см)","15.6""/1920x1080 пикс.",60 Гц,256 ГБ,8 ГБ,DDR4,1 шт,пластик,до 6 часов,3.6 кг
nan,77 999 ₽,1 год,Китай,V14,Windows 10 Pro,установлена,2,nan,,nan,nan,Intel,UHD Graphics,nan,"14""(35.5 см)","14""/1920x1080 пикс.",nan,256 ГБ,4 ГБ,DDR4,1 шт,пластик,до 6 часов,1.6 кг
nan,258 699 ₽,1 год,Китай,OMEN,Windows 10 Домашняя 64,установлена,8,11800H,Intel Core i7 11800H 2.3 ГГц,Core i7,2.3 ГГц,NVIDIA,GeForce RTX 3070 8GB,8 ГБ,"17.3""(43.9 см)","17.3""/1920x1080 пикс.",144 Гц,1 ТБ,16 ГБ,DDR4,1 шт,алюминий/ поликарбонат,до 6 часов,2.78 кг
53 999 ₽,63 999,1 год,Китай,nan,nan,не установлена,4,nan,,nan,nan,Intel,Intel Iris Plus Graphics,nan,"15.6""(39.6 см)","15.6""/1920x1080 пикс.",60 Гц,512 ГБ,8 ГБ,DDR4,1 шт,пластик,до 8 часов,1.9 кг
nan,45 999 ₽,1 год,Китай,Aspire 3,не установлена,не установлена,2,nan,,nan,nan,Intel,Intel UHD Graphics,nan,"15.6""(39.6 см)","15.6""/1920x1080 пикс.",60 Гц,512 ГБ,8 ГБ,DDR4,1 шт,пластик,до 7 часов,1.9 кг
nan,179 199 ₽,2 года,Китай,Summit E16 FLIP,Windows 10 Pro,установлена,4,nan,,nan,nan,Intel,Intel Iris Xe Graphics,nan,"16""(40.6 см)","16""/2560x1600 пикс.",nan,512 ГБ,16 ГБ,DDR4,nan,алюминиевый сплав,до 11 часов,2 кг
nan,68 999 ₽,1 год,Китай,17-cp,Windows 11 Домашняя,установлена,6,nan,,nan,nan,AMD,Radeon Graphics,nan,"15.6""(39.6 см)","15.6""/1920x1080 пикс.",60 Гц,512 ГБ,8 ГБ,DDR4,1 шт,пластик,до 7 часов,2.07 кг
nan,84 990 ₽,1 год,Китай,nan,Windows 10 Pro,установлена,4,nan,,nan,nan,Intel,Intel UHD Graphics,nan,"14""(35.5 см)","14""/1920x1080 пикс.",60 Гц,512 ГБ,8 ГБ,DDR4,1 шт,пластик,до 9 часов,1.38 кг
nan,260 990 ₽,1 год,Китай,nan,macOS Monterey,nan,10,nan,,nan,nan,nan,интегрированная,nan,nan,,60 Гц,1 ТБ,16 ГБ,nan,nan,алюминий,nan,2.15 кг
nan,179 990 ₽,1 год,Китай,nan,macOS Monterey,nan,10,nan,,nan,nan,nan,интегрированная,nan,nan,,60 Гц,512 ГБ,16 ГБ,nan,nan,алюминий,nan,1.61 кг
nan,195 990 ₽,1 год,Китай,nan,macOS Monterey,nan,10,nan,,nan,nan,nan,интегрированная,nan,nan,,60 Гц,512 ГБ,16 ГБ,nan,nan,алюминий,nan,1.61 кг
nan,195 990 ₽,1 год,Китай,nan,macOS Monterey,nan,10,nan,,nan,nan,nan,интегрированная,nan,nan,,60 Гц,512 ГБ,16 ГБ,nan,nan,алюминий,nan,1.61 кг
nan,159 990 ₽,1 год,Китай,nan,macOS Monterey,nan,8,nan,,nan,nan,nan,интегрированная,nan,nan,,60 Гц,512 ГБ,8 ГБ,nan,nan,алюминий,nan,1.24 кг
nan,114 190 ₽,1 год,Китай,nan,Windows 10 Pro,установлена,4,nan,,nan,nan,Intel,Intel Iris Xe Graphics,nan,"14""(35.5 см)","14""/2160x1440 пикс.",60 Гц,128 ГБ,8 ГБ,DDR4,1 шт,пластик,до 11 часов,1.49 кг
nan,91 490 ₽,1 год,Китай,nan,macOS,nan,8,nan,,nan,nan,nan,интегрированная,nan,nan,,60 Гц,256 ГБ,8 ГБ,nan,nan,алюминий,nan,1.4 кг
nan,114 990 ₽,1 год,Китай,nan,не установлена,не установлена,8,nan,,nan,nan,nan,GeForce RTX 3050 Ti 4GB,nan,nan,,144 Гц,512 ГБ,8 ГБ,nan,1 шт,пластик,Да,2.2 кг
nan,17 990 ₽,1 год,Китай,nan,не установлена,nan,2,nan,,nan,nan,Intel,Intel HD Graphics,nan,"15.6""(39.6 см)","15.6""/1920x1080 пикс.",60 Гц,nan,4 ГБ,LPDDR4,1 шт,пластик,nan,1.6 кг
nan,219 990 ₽,1 год,Китай,nan,macOS Monterey,nan,10,nan,,nan,nan,nan,интегрированная,nan,nan,,60 Гц,1 ТБ,16 ГБ,nan,nan,алюминий,nan,1.61 кг
nan,89 990 ₽,1 год,Китай,MacBook Air 13 Late 2020 (MGN93LL/A),macOS,nan,8,nan,,nan,nan,Apple,встроенный,nan,nan,,nan,0.256 ТБx256 ГБ,8 ГБ,DDR4,nan,алюминий,до 18 часов,1.29 кг
nan,47 990 ₽,1 год,Китай,nan,не установлена,не установлена,2,nan,,nan,nan,nan,Intel UHD Graphics,nan,nan,,nan,512 ГБ,8 ГБ,DDR4,1 шт,алюминий/ пластик,Да,1.7 кг
nan,131 990 ₽,1 год,Китай,nan,macOS,nan,8,nan,,nan,nan,Apple,интегрированная,nan,nan,,nan,4.096 ТБx512 ГБ,8 ГБ,nan,nan,алюминий,Да,1.24 кг
nan,114 190 ₽,1 год,Китай,nan,Windows 10 Pro,установлена,4,nan,,nan,nan,Intel,Intel Iris Xe Graphics,nan,"14""(35.5 см)","14""/2160x1440 пикс.",60 Гц,128 ГБ,8 ГБ,DDR4,1 шт,пластик,до 11 часов,1.49 кг
nan,249 990 ₽,1 год,Китай,nan,macOS,nan,10,nan,,nan,nan,nan,nan,nan,nan,,nan,0.512 ТБx512 ГБ,16 ГБ,DDR5,nan,алюминий,до 21 часа,2.15 кг
nan,50 790 ₽,1 год,Китай,nan,Windows 11 Домашняя,установлена,4,nan,,nan,nan,nan,Intel UHD Graphics,nan,nan,,nan,256 ГБ,8 ГБ,nan,1 шт,nan,до 6 часов,1.45 кг
nan,131 990 ₽,1 год,Китай,nan,macOS,nan,8,nan,,nan,nan,Apple,интегрированная,nan,nan,,nan,4.096 ТБx512 ГБ,8 ГБ,nan,nan,алюминий,Да,1.24 кг
nan,48 990 ₽,1 год,Китай,nan,Windows 11,установлена,6,nan,,nan,nan,nan,Intel UHD Graphics,nan,nan,,nan,256 ГБ,4 ГБ,nan,1 шт,nan,nan,1.45 кг
nan,66 590 ₽,1 год,Китай,VivoBook 15 OLED,Windows 11 Домашняя,установлена,4,nan,,nan,nan,Intel,Intel Iris Xe Graphics,nan,"15.6""(39.6 см)","15.6""/1920x1080 пикс.",60 Гц,512 ГБ,8 ГБ,DDR4,1 шт,пластик,до 6 часов,1.8 кг
nan,60 290 ₽,1 год,Китай,15-DB1240UR (22N10EA) Grey,не установлена,не установлена,2,nan,,nan,nan,AMD,Radeon Graphics,nan,"15.6""(39.6 см)","15.6""/1920x1080 пикс.",nan,256 ГБ,4 ГБ,DDR4,1 шт,пластик,до 7 часов,1.8 кг
nan,114 990 ₽,1 год,Китай,nan,не установлена,не установлена,8,nan,,nan,nan,nan,GeForce RTX 3050 Ti 4GB,nan,nan,,144 Гц,512 ГБ,8 ГБ,nan,1 шт,пластик,Да,2.2 кг
nan,37 790 ₽,1 год,Китай,Lenovo IP3,не установлена,не установлена,2,nan,,nan,nan,Intel,Intel UHD Graphics,nan,"15.6""(39.6 см)","15.6""/1920x1080 пикс.",60 Гц,256 ГБ,4 ГБ,DDR4,1 шт,пластик,до 5 ч 30 мин,1.65 кг
nan,79 990 ₽,1 год,Китай,Realme CloudPro002,Windows 11 Домашняя,установлена,4,nan,,nan,nan,Intel,Intel Iris Xe graphics,nan,"14""(35.5 см)","12""/2160x1440 пикс.",60 Гц,512 ГБ,16 ГБ,LPDDR4,nan,пластик/ алюминий,до 11 часов,1.38 кг
nan,103 990 ₽,1 год,Китай,Apple MacBook Air,macOS,nan,8,nan,,nan,nan,Apple,Apple M2 GPU (интегрированный),nan,nan,,60 Гц,0.256 ТБx256 ГБ,8 ГБ,nan,nan,алюминий,до 18 часов,1.24 кг
nan,103 990 ₽,1 год,Китай,Apple MacBook Air,macOS,nan,8,nan,,nan,nan,Apple,Apple M2 GPU (интегрированный),nan,nan,,60 Гц,0.256 ТБx256 ГБ,8 ГБ,nan,nan,алюминий,до 18 часов,1.24 кг
nan,127 990 ₽,1 год,Китай,nan,macOS,nan,8,nan,,nan,nan,Apple,Apple M2 (интегрированный),nan,nan,,60 Гц,0.512 ТБx512 ГБ,8 ГБ,Apple M2,nan,алюминий,до 18 часов,1.24 кг
nan,109 990 ₽,1 год,Китай,nan,macOS,nan,8,nan,,nan,nan,Apple,интегрированная,nan,nan,,nan,2.048 ТБx256 ГБ,8 ГБ,nan,nan,алюминий,Да,1.24 кг
nan,64 990 ₽,1 год,Китай,nan,DOS,nan,4,nan,,nan,nan,Intel,Intel UHD Graphics,nan,"15.6""(39.6 см)","15.6""/1920x1080 пикс.",60 Гц,256 ГБ,nan,DDR4,1 шт,nan,до 5 часов,1.8 кг
nan,64 990 ₽,1 год,Китай,nan,DOS,nan,4,nan,,nan,nan,Intel,Intel UHD Graphics,nan,"15.6""(39.6 см)","15.6""/1920x1080 пикс.",60 Гц,256 ГБ,nan,DDR4,1 шт,nan,до 5 часов,1.8 кг
nan,85 190 ₽,1 год,Китай,nan,Windows 11 Домашняя,установлена,8,nan,,nan,nan,nan,Radeon Graphics,nan,nan,,90 Гц,512 ГБ,16 ГБ,nan,1 шт,пластик,nan,1.4 кг
nan,85 190 ₽,1 год,Китай,nan,Windows 11 Домашняя,установлена,8,nan,,nan,nan,nan,Radeon Graphics,nan,nan,,90 Гц,512 ГБ,16 ГБ,nan,1 шт,пластик,nan,1.4 кг
nan,243 990 ₽,1 год,Китай,nan,macOS Monterey,nan,10,nan,,nan,nan,nan,интегрированная,nan,nan,,60 Гц,512 ГБ,16 ГБ,nan,nan,алюминий,nan,2.15 кг
nan,70 990 ₽,1 год,Россия,ASUS TUF Gaming F15,не установлена,не установлена,4,nan,,nan,nan,NVIDIA,GeForce GTX 1650 4GB,4 ГБ,"15.6""(39.6 см)","15.6""/1920x1080 пикс.",144 Гц,512 ГБ,8 ГБ,DDR4,1 шт,пластик,до 6 часов,2.3 кг
nan,83 990 ₽,1 год,Китай,nan,macOS,nan,8,nan,,nan,nan,nan,интегрированная,nan,nan,,60 Гц,256 ГБ,8 ГБ,nan,nan,алюминий,nan,1.4 кг
nan,39 990 ₽,1 год,Китай,V15 G2 ALC 82KD0031RU черный,не установлена,не установлена,4,nan,,nan,nan,nan,Radeon Graphics,nan,"15.6""(39.6 см)","15.6""/1920x1080 пикс.",90 Гц,nan,4 ГБ,DDR4,1 шт,пластик,до 7 часов,1.7 кг
nan,88 190 ₽,1 год,Китай,nan,Windows 11 Домашняя,nan,4,nan,,nan,nan,nan,Intel Iris Xe Graphics,nan,nan,,90 Гц,512 ГБ,8 ГБ,nan,1 шт,алюминиевый сплав,Да,1.4 кг
nan,79 990 ₽,1 год,Китай,Lenovo IP3,не установлена,не установлена,4,nan,,nan,nan,NVIDIA,GeForce MX450 2ГБ,2 ГБ,"15.6""(39.6 см)","15.6""/1920x1080 пикс.",60 Гц,128 ГБ,8 ГБ,DDR4,1 шт,пластик,до 5 ч 30 мин,1.65 кг
nan,61 490 ₽,1 год,Китай,HP 15s-fq2011ur 2X1R7EA,не установлена,nan,4,nan,,nan,nan,Intel,Intel Iris Xe Graphics,nan,"15.6""(39.6 см)","15.6""/1920x1080 пикс.",60 Гц,512 ГБ,8 ГБ,DDR4,1 шт,пластик,до 7 часов,1.69 кг
nan,39 990 ₽,1 год,Китай,Lenovo IdeaPad 3,не установлена,не установлена,2,nan,,nan,nan,Intel,Intel UHD Graphics,nan,"15.6""(39.6 см)","15.6""/1920x1080 пикс.",60 Гц,1 ТБ,4 ГБ,DDR4,1 шт,пластик,до 6 ч 30 мин,2.2 кг
nan,46 990 ₽,1 год,Китай,ACER A315-56-33Z3,не установлена,Клавиатура Windows,2,nan,,nan,nan,Intel,Intel UHD Graphics,nan,"15.6""(39.6 см)","15.6""/1920x1080 пикс.",60 Гц,512 ГБ,8 ГБ,DDR4,1 шт,ABS-пластик,до 8 часов,1.9 кг
nan,109 990 ₽,1 год,Китай,nan,macOS,nan,8,nan,,nan,nan,Apple,0,nan,nan,,60 Гц,2.048 ТБx256 ГБ,8 ГБ,nan,nan,алюминий,Да,1.24 кг
nan,243 990 ₽,1 год,Китай,nan,macOS Monterey,nan,10,nan,,nan,nan,nan,интегрированная,nan,nan,,60 Гц,512 ГБ,16 ГБ,nan,nan,алюминий,nan,2.15 кг
nan,79 190 ₽,1 год,Китай,nan,Windows 10 Pro,установлена,2,nan,,nan,nan,Intel,Intel Iris Xe Graphics,nan,"15.6""(39.6 см)","15.6""/1920x1080 пикс.",nan,512 ГБ,8 ГБ,DDR4,1 шт,металл,до 5 часов,1.56 кг
nan,83 990 ₽,1 год,Китай,nan,macOS,nan,8,nan,,nan,nan,nan,интегрированная,nan,nan,,60 Гц,256 ГБ,8 ГБ,nan,nan,алюминий,nan,1.4 кг
